text,label
"""""@swaraqalbu @ARSIPAJA Lebih aneh lagi banyak yg berbahagia dgn penjarahan. Ga usah bicara halal dan haram dulu etika ketimuran kita sudah hilang. Miris...""""",negative
"""""SEDIKITPUN saya TIDAK SIMPATI walaupun juga tidak membenarkan PENJARAHAN.. #MenteriTanpaNurani cc @KemenkeuRI @DPR_RI https://t.co/xcBiJnxrJR""""",negative
"""""@anaanne6 @Dennysiregar7 Betul yg bahaya adalah tehnik Brainwash digunakan untuk memprovokasi gerakan mahasiswa... Skenario kedua menggerakkan massa anarkis anak2 labil Skenario ketiga menggerakkan massa utk melakukan Penjarahan""""",neutral
"""""Bandung Semarang Surabaya Makassar Aceh dan Yogyakarta. Di beberapa kota kericuhan tersebut diikuti dengan aksi pembakaran dan penjarahan.""""",neutral
"""""@ARSIPAJA Penjarahan emang tidak dapat dibenarkan. Lalu Ibu menaikkan pajak terus-menerus apa bisa disebut berperikemanusiaan juga? Korupsi sudah ribuann triliyun masih bisa disebut berperikemanusiaan?""""",positive
"""""Penjarahan Properti Pejabat: Refleksi Kesenjangan Penguasa dan Rakyat https://t.co/d7IoKZ632J""""",neutral
"""""Anggota DPR RI non aktif Uya Kuya memutuskan untuk memaafkan salah satu terduga pelaku seorang ibu lanjut usia atau lansia yang ikut membawa salah satu barang dari rumahnya. https://t.co/bHvHbtfSKD""""",positive
"""""Radya Pustaka mengalami penjarahan dalam senyap bertahun2. Siapa pelakunya?""""",neutral
"""""@sfruitnanas Sama halnya dengan pajak. Penjarahan atas nama hukum.""""",negative
"""""(((Rasa aman hilang akibat penjarahan))) Congratulations on experiencing being CHINDO Tapi kami dijarah karna provokasi elit. Harta yang diambil adalah dari hasil keringat sendiri. Anda dijarah karena buah dosa anda sendiri merampok rakyat! We are not the same!""""",negative
"""""Agustus kemarin kalau tidak ada kasus Affan sang martir juga pengrusakan yang massif penjarahan dan ontran-ontran besar lainnya percayalah DPR pejabat atau mereka yang berkuasa tidak akan berubah.""""",neutral
"""""BIN Bais TNI Intel Polri menyelidiki dalang kericuhan dan penjarahan Demo: https://t.co/mg3JulsDMp""""",neutral
"""""@RadioElshinta HUKUM MANDUL DI +62 TEMBANG PILIH HUKUM KORUPTOR!!! SHG PENGRUSAKAN&amp""; PENJARAHAN RUMAH PEJABAT MERUPAKAN JAWABAN RAKYAT YG MURKA!!!SEMUA ADA SEBAB AKIBAT!!IBARAT LU MAKAN MAKA LU AKAN KENTUT&amp;""EEK!!! KL HUKUM MANDUL MAKA HUKUM RAKYAT BICARA!!!SESIMPLE ITU!!!""""",negative
"""""@yorselves Gw ga rela demo dan penjarahan udahan..knpa mbah ini bisa lolos dgn selamat """"",neutral
"""""@RadioElshinta SUKA/TDK PENGRUSAKAN RUMAH PEJABAT ADLH HAL BARU&amp"";""MERUPAKAN SHOCK TERAPI YG EFEKTIF MSLH PENJARAHAN ADLH EFEK SAMPING!!! BEGITU JUGA DEMO MEMILIKI EFEK SAMPING RUSUH!!! BILA TDK INGIN HAL DIATAS TJD MAKA URUS RAKYAT DGN BAIK BUKAN MALAH EKPLOITASI ALAM UTK KAKAYAAN PRIBADI!!!""""",negative
"""""Provokator Penjarahan Rumah Uya Kuya Melalui TikTok Ditangkap Polres Metro Jaktim https://t.co/EhIrlSiOiM""""",neutral
"""""@IndominusBlue @txtdrpemerintah pun setelah ditantang soal debat dan face to face sama mba salsa dia jg malah kabur ke luar negeri. muncul ancaman penjarahan sahroninya bilang rumah dia terbuka. jadi ya? coba kalau nggak semakin nantangin masyarakat pun nggak akan semena-mena buat jarah properti pribadi.""""",neutral
"""""Ketidakadilan ekonomi dan hukum adalah biang keladi keresahan dan aksi-aksi demo jalanan. https://t.co/XiPmm9Rc4E""""",neutral
"""""@CYFat @cimoltriplex @qonsberry @randomable_ Wiranto sebagai Panglima ABRI saat kerusuhan Mei 1998 bertanggung jawab atas respons militer yang dinilai lambat dan tidak memadai oleh Tim Gabungan Pencari Fakta (TGPF). Ada dugaan keterlibatan elit militer dalam memprovokasi kekerasan termasuk penjarahan dan pembunuhan yang""""",negative
"""""@grok @cimoltriplex @qonsberry @randomable_ Apa keterlibatan wiranto di kerusuhan 98 khususnya penjarahan pembunuhan dan pemerkosaan massal?""""",neutral
"""""@txtdrimedia Yah inilah sifat manusia Indonesia tll mudah memaafkan. 2029 dia nyalon dpr lagi kemungkinan besar akan terpilih lg dg menggunakan drama penjarahan ini.""""",positive
"""""Sesuai dengan Pasal 363 KUHP pelaku aksi penjarahan tetap harus diproses pidana meskipun barang hasil jarahan telah dikembalikan. #DemokrasiTanpaAnarki #IndonesiaReset #selamatkanindonesia #tuntutanrakyat #bbtvi #GSTReforms2025 https://t.co/6jbdG208aN""""",positive
"""""Viral di media sosial 'black mamba' diklaim ditemukan di rumah politisi Ahmad Sahroni saat penjarahan. Ternyata foto tersebut berasal dari insiden lama. https://t.co/EmV1yFTyoh""""",neutral
"""""@DS_yantie Ratusan juta merasakan penjarahan selama 10 th lbh buk..""""",negative
"""""Apa Isi Flashdisk Putih Sahroni yang Hilang Saat Penjarahan? NasDem Sampai Buka Suara Begini Di antara deretan barang mewah yang hilang saat rumah politisi NasDem Ahmad Sahroni dijarah massa pada 30 Agustus lalu satu benda kecil justru menjadi pusat misteri dan spekulasi liar https://t.co/dIEGamB40c""""",neutral
"""""@white_lyly @DS_yantie Pesta penjarahan harta rakyat dimulai?""""",negative
"""""@DS_yantie Sy tidak membenarkan penjarahan. Tapi Srimul ente teu mikir knp rakyat berbuat begitu? Ngaca introspeksi.""""",positive
"""""Permintaan Maaf Sri Mulyani hingga Barang Jarahan Dikembalikan Warga #riauonline #riauonlinecoid #Srimulyani #penjarahan #penjarahanrumahsrimulyani https://t.co/AJPDZgpB7e""""",positive
"""""@Ary_PrasKe2 Dia baru masuk politik. Gak paham betapa palsu dan jahatnya orang2 politik. Gak mungkin dia yg hanya joget joget jd sasaran penjarahan kalau tdk ditarget untuk pengalihan atensi. Dari rusuh depan Mako Brimob pindah ke rumah2 target.""""",neutral
"""""@blank0429 PENUSUP DEMO... INI MUNGKIN PROVOKATOR PENJARAHAN""""",neutral
"""""@DS_yantie Menarik pajak kepada rakyat secara masif bukan kah penjarahan juga? Ditambah lg dg ancaman dan keluar saja dr Indonesia atau jangan jadi WNI . Bila belum sadar juga presiden dan menteri serta anggota dewan yg tidak mewakili rakyat perlu merasakan dijarah juga """"",negative
"""""@fadlizon Sebaiknya segala macam benda bersejarah tetap di belanda agar lebih aman dari penjarahan sehingga anak cucu kita dapat melihat di masa akan datang""""",neutral
"""""Anisa Bahar angkat bicara soal legitimasi artis di politik setelah penjarahan rumah anggota DPR. Ia menegaskan niat tulusnya untuk bantu masyarakat. https://t.co/Nmsy0TQe6B""""",positive
"""""Maaf bu ya bagaimana kalau rakyat membalikan kata-kata ibu"";"" Para penagih Pajak seperti 'berpesta' mengambil penghasilan upah gaji dan pendapatan rakyat untuk bayar pajak ini dan itu. Saya mengecam Penjarahan karena itu bukan ajaran Islam. https://t.co/M9sIQIA69S""""",positive
"""""Tuhkan yang real tuh cuma penjarahan saroni. Sisanya ya ikut-ikutan.""""",neutral
"""""Delpedro Marhaen Mahasiswa Pembenci Jokowi Sering Muncul Di Youtube Bareng Refly Harun Pecatan Komisaris Kini Tersandung Dugaan Makar Karena Hasut Demonstran Untuk Melakukan Penjarahan Di Rumah Ahmad Sahroni""""",neutral
"""""hilih yg penjarahan rumah lu aja settingan kocak sok-sokan takut""""",neutral
"""""Giliran laporan penjarahan properti pejabat langsung deh polisi gercep memang penjarahan tidak dibenarkan.Masalahnya penjarahan yang dialami masyarakat gimana tuh laporan banyak yang tidak diproses wkwkkkwkwk.""""",negative
"""""Artis sekaligus anggota DPR nonaktif Uya Kuya mengalami ketakutan pada beberapa hal gegara penjarahan yang dialaminya. Dia mengaku takut keluar rumah hingga membuka media sosial. Saking takutnya buka media sosial Uya Kuya baru berani melihat video aksi penjarahan di rumahnya https://t.co/dfUQ4h510F""""",negative
"""""@NovalAssegaf Dikit amat dibandingkan dengan penjarahan tikus Tiongkok yang bebas mencuri wilayah RI serta tambang emas dll puluhan ribu trilyun rupiah per tahun sepuluh tahun terakhir berlanjut hingga akhir jaman tanpa pajak pasti bisa dibayar""""",negative
"""""BREAKING NEWS SU Mahasiswa Unnes Tersangka Penjarahan DPRD Jepara TV 42 Inch Jadi Buktinya https://t.co/gU1nUwA8ti""""",neutral
"""""Dan sekarang fokus pemerintah seringnya cuma soal menindak aksi penjarahan rumah pejabat. Anying lah mau pengalihan isu apa gimana? Mau playing victim? Itu tuntutan rakyat beresin dulu blog""""",negative
"""""Uya Kuya Ajukan Restorative Justice Terhadap Pelaku Penjarahan Rumahnya https://t.co/FHLNjfAvLJ""""",positive
"""""Harusnya mbok yo mikir juga. Penjarahan di rumah-rumah koruptor itu terjadi bukan karena ga ada sebab. Instrospeksi knp rakyat bisa semarah itu. Baru gitu doang udh ngerasa kayak paling disakiti. Itu ga seberapa dgn penderitaan rakyat. Kalo ga mau diamuk warga kerja yg bener""""",negative
"""""Polisi tangkap terduga provokator penjarahan rumah Uya Kuya https://t.co/dzNJC0UpkH https://t.co/KtnI06ZqhG""""",neutral
"""""Koruptor di negeri ini gak pernah dihukum secara adil. Biar aja sekarang gue melihat penjarahan rumah koruptor itu sebagai ganti bentuk hukuman yang cukup setimpal buat mereka.""""",negative
"""""@JancukSaciladh @randomable_ Kenapa rumah para penjahat yg jadi pejabat lainn6a tidak diserbu penjarah ? Bisa jadi yang menggerakkan penjarahan adalah penjahat negara""""",negative
"""""@elisa_jkt penumpang gelap yg terorganir aksi spontanitas maupun targetan yg berujung penjarahan. 3.aksi masa disemua daerah terdeteksi gerakannya mulai meningkat menjadi kerusuhan 4.secara nasional eskalasinya potensial menjadi chaos 5.""""",neutral
"""""Sebagian penjarahan yg terjadi bukan dilakukan oleh warga. Kalaupun itu warga yg ngelakuin dan yang dijarah adalah rumah koruptor yaudahlah ya. Anggaplah itu bentuk kemarahan rakyat karena terus-terusan ga didengar dan kelaparan. Mental pejabat kita memang harus dikasarin dulu""""",negative
"""""Lu sok soal penjarahan artis jadi tragis. Mending lu jadi anggota DPRD ya """"",negative
"""""@AstrianElsa @kafka_____ Bung Tomo dulu tak bersenjata hanya modal mic di radio. Org2 jd berani hadapi tank dg golok. Jd jgn remehkan mulut ya.. mulut kasar jg bs mancing bunuh org penjarahan dll.""""",neutral
"""""Polisi tangkap terduga provokator penjarahan rumah Uya Kuya https://t.co/QAQG6LuBAq""""",neutral
"""""@Kanseulir Masalahnya penjarahan alam indonesia sudah dilindungi undang-undang (yang sudah dipesan) dan didukung oknum yang memiliki kewenangan yang artinya mereka melakukan kolusi dengan oknum pemerintah untuk melancarkan penjarahan secara legal .""""",negative
"""""@randomable_ Kalau memang penjarahan kemarin organik aku yakin tua bangka gak napak tanah ini pasti kena jarah juga rumahnya tapi karena pelakunya oknum yg mau fitnah rakyat ya loloslah dia kan temennya.""""",neutral
"""""@detikcom Giliran yg beginian cepet kerjanya.... Coba kalo rakyat biasa.... Apalagi para korban penjarahan Mei 1998....""""",negative
"""""@operation242153 @abcdsyxxx @pluronic123 Kalau itu sih orang kita sendiri juga bilang begitu. Jangan ngadi² nyalahin orang terus. Ini demo sudah banyak yg dukung perusakan fasum dan penjarahan. Habis itu dikit² nyalahin intel. Jangan semakin merusak image Indonesia dengan nuduh negara orang ye.""""",neutral
"""""@LULUSAN_SD_ Yang pasti di demo ini ada yang menunggangi sehingga terjadi aksi pembakaran dan penjarahan di daerah saya jadi sudah selayaknya inisiator provokator demo ini ditangkap dan diadili. Kedepannya kalau demo jangan seperti ini.""""",positive
"""""#Amanbersamarakyat https://t.co/SeCQbGjYjc Target penjarahan terahir di rmh Presiden Prabowo @prabowo ? Lihat video Monitor Yth Bpk Presiden @prabowo @Gerindra Harus di usut siapa penggerak demo makar tsb?""""",neutral
"""""#Amanbersamarakyat https://t.co/yetEKnt8in Rmh Presiden Prabowo target terakhir sasaran penjarahan oleh pendemo makar dlm bbrp hari yg lalu. Monitor Yth Bpk Presiden @prabowo @KejaksaanRI @Gerindra Usut tuntas siapa penggeraknya dan tangkap.""""",neutral
"""""@NenkMonica Suruh kembalikan penjarahan tikus Tiongkok yang bebas mencuri wilayah RI serta tambang emas dll puluhan ribu trilyun rupiah per tahun selama sepuluh tahun terakhir berlanjut hingga akhir jaman tanpa pajak""""",negative
"""""20 Terduga Pelaku Perusakan-Penjarahan Diamankan Polres Kediri Kota https://t.co/WdWzdK8VWu""""",neutral
"""""@P3gEl Semua alamat target penjarahan mudah didapat berkat peran polisi. Jadi keributan &amp""; penjarahan tjd krn ada permainan polisi tapi Termul masih terus lindungi Kapolri agar tak diganti karena mjd ujung tombak Jokowi nyerang lawan2nya termasuk ke Prabowo hingga &amp;"" nama baik TNI.""""",negative
"""""@ibnukusumayadi @BudiBukanIntel Demo sama penjarshsn beda ya. Penjarahan ya sama aja bibit koruptor. Lagian iya tuh blunder.kl mau demo ya tinggal minta pecat. Kl jarsh mah emang sifatnya sama kaya koruptor. Koruptor asli aja adem ayem. Bukan belain iya. Cm cara nya aja salah""""",negative
"""""@terongsajiku Dengan membiarkan penjarahan terhadap beberapa anggota DPR dan menterinya sendiri ada pesen politik yg kuat dari beliau nurut atau rakyat yg memaksa kalian untuk nurut Opsi kedua ya full darurat militer kekuatan politik lawan diberedel habis habisan""""",neutral
"""""@JS_studio1 @BudiBukanIntel Gini loh penjarahan aja kemaren banyak yang dukung ko. Ga menerima kl banyak warga biasa yang ikut2 an jarah. Terlepas ada dalang dibalik itu semua kalian boleh asumsi. Tapi jangan menutup mata kl banyak masy sipil ikut. Segitu aja gampang digiring demi ngambil bukan hak""""",negative
"""""@txtdrpemerintah Menurut gue yang layak begitu mah asisten rumah tangga lu keamanan lu sama kucing lu aja karena ada ditempat ngalamin langsung ketika banyak manusia masuk ke rumah lu untuk melakukan yang akrab disebut penjarahan itu. Gue gak setuju penjarahan tapi lu jangan lebay juga """"",positive
"""""@didilionrich Pemilik akun Tiktok ini adalah salah satu pelaku yang ikut menjarah rumah Eko Patrio dan kelompok mereka juga mencoba melakukan penjarahan di rumah Puan tapi bisa digagalkan oleh aparat keamanan Tangkap pemilik akun Tiktok ini untuk mencari tau siapa dalang yg menyuruh mereka https://t.co/nAabkKvmsz""""",neutral
"""""@prabowo Pemilik akun Tiktok ini adalah salah satu pelaku yang ikut menjarah rumah Eko Patrio dan kelompok mereka juga mencoba melakukan penjarahan di rumah Puan tapi bisa digagalkan oleh aparat keamanan Tangkap pemilik akun Tiktok ini untuk mencari tau siapa dalang yg menyuruh mereka https://t.co/1w39SF70AC""""",neutral
"""""Pemilik akun Tiktok ini adalah salah satu pelaku yang ikut menjarah rumah Eko Patrio dan kelompok mereka juga mencoba melakukan penjarahan di rumah Puan tapi bisa digagalkan oleh aparat keamanan Tangkap pemilik akun Tiktok ini untuk mencari tau siapa dalang yg menyuruh mereka https://t.co/gHlSavPdZ0""""",neutral
"""""@Boediantar4 Jelas sekali aksi pembiaran penjarahan !!aparatur negara sontoloyo!!dan pencegahan terhadap massa mahasiswa menemui anggota dpr!!""""",neutral
"""""@BudiBukanIntel Lah orang penjarahan rumah dia itu settingan""""",negative
"""""Penjarahan rumah anggota DPR RI Ahmad Sahroni jadi sorotan beberapa hari terakhir. Salah satu hal yang viral adalah jam tangan Richard Mille senilai Rp11 7 miliar yang jatuh ke tangan seorang anak. Menariknya lagi jam tersebut dikembalikan kepada Ahmad Sahroni. https://t.co/Iz3tiwkBN7""""",neutral
"""""@y0uthcub @txtdrjkt @BudiBukanIntel @barengwarga ini orang yg sama sepertinya yg ngarahin para eksekutor sekitaran 8-10orng di penjarahan gegana kebakaran ruko dikwitang bakar gerbang tol depan hotel sultan bakar halte busway blokir tol dalkot arah tebet pake mobil https://t.co/87EjQ3SXDx""""",negative
"""""@TirtoID Giliran hutan gunung sawah lautan dijarah anda diam saja. Sekarang rasakan rasa marah dari sebuah penjarahan seperti apa yg kami rasakan melihat ibu Pertiwi dijarah.""""",negative
"""""@Jayabay19479190 KECUALI PENJARAHAN NOH !!""""",negative
"""""apa benar ini translatenya sebut prabowo dibilang pelaku kerusuhan &amp"";"" penjarahan serta pemerkosaan etnis cina 1998?""""",neutral
"""""Sebelum berkata tentang ke perikemanusiaan alangkah baiknya menjadi manusia dulu. Bukan saya membenarkan penjarahan tapi tidak ada reaksi tanpa aksi. Alangkah baiknya ibu juga berkaca.""""",neutral
"""""@txtdrimedia terlepas dari apapun tetap penjarahan itu bukan hal yg benar si menurut gua""""",positive
"""""Pasca Insiden Penjarahan Massa Eko Patrio Belum Jenguk Rumahnya https://t.co/hIaPOKeuGC""""",neutral
"""""Nasib Sial Buku-Buku di Masa Penjarahan https://t.co/febDwAISdg #Headline""""",neutral
"""""@RWWReborn apakah menkeu begitu bersalahnya sehingga rumah pribadinya diobrak-abrik dan penjarahan barang pribadinya terlihat hal yg biasa dan lumrah.. klo itu benar adanya artinya ada yg salah dgn moral masyarakat kita skrng""""",neutral
"""""Komisi III DPR: Polri Harus Usut Kasus Penjarahan Bukan Malah Tangkap Delpedro https://t.co/GUjJPmzD9O""""",negative
"""""@KevinDota4 @txtdrimedia Berdasarkan berita detikNews karangan bunga dikirim oleh rekan artis seperti Denise Chariesta 'Hamba Allah' 'Kami yang Pernah Ditolong Uya Kuya' dan 'Warga Jaksel'. Ini bentuk dukungan moral pasca-rumahnya jadi sasaran penjarahan.""""",positive
""""" Keadilan tidak lahir dari penjarahan. Suara kita lebih kuat jika disampaikan dengan damai. https://t.co/bq2lYtgw1P""""",positive
"""""@MurtadhaOne1 Mampus rasain loo . .. banyak korban gara gara loo bikin hasutan demo DPR RI anarkis. Blom kerugian bakar bakar halte dan penjarahan mini market. Kehilangan nyawa dan cacat permanen yg demo..""""",negative
"""""Sbagian besar dri kubu yg itu aj paling gencar edit2 penggalan video nambah2 caption paling panas paling belokin konteks paling kek terdzolimi paling benerin penjarahan paling sok mewakili paling lagak hero paling dll dah Tau kan ? #DemoRusuh""""",negative
"""""Walaupun penjarahan rumah Sahroni ga bisa dibenarkan tapi setidaknya ngebuat para pejabat jadi ga asal bikin statement ngawur di publik atau minimal langsung minta maaf kalo habis bikin blunder kaya bapak ini. New level unlocked.""""",positive
"""""Dua orang pelaku pasangan suami istri berinisial SB (35) dan G (20) resmi diamankan Bareskrim Polri. Keduanya diduga menjadi otak di balik aksi geruduk dan penjarahan di rumah Eks Wakil Ketua Komisi III DPR RI Ahmad Sahroni. Menurut keterangan Brigjen Himawan Bayu Aji SB https://t.co/nDdaJox9mN""""",neutral
"""""@TirtoID Pernahkan Bu @kemenkeu prihatin atas penderitaan rakyat yang setiap hari susah untuk bertahan hidup ? Pernahkah Ibu prihatin atas pesta penjarahan SDA yg begitu rakus ?""""",negative
"""""Sejak hari penjarahan sehari aja gak bisa kali ya buat puasa foto Sahroni yang lewat beranda ... padahal kena algoritma akibat nge-like sekali pun juga kagak.""""",neutral
"""""@txtdrimedia Knp model nya gini semua ya ....semua korban penjarahan dpt karangan bunga ...siapa otak di balik semua ini """"",neutral
"""""Polisi kalo ga bisa ngungkap dalang kerusuhan dan penjarahan rumah pejabrut mending tutup akun aja balik ngarit. Alat bantu intel dana segala macem udah mumpuni. Atau jangan²...""""",negative
"""""https://t.co/yetEKnt8in Rmh Presiden Prabowo target terakhir sasaran penjarahan oleh pendemo makar dlm bbrp hari yg lalu. Monitor Yth Bpk Presiden @prabowo @KejaksaanRI @Gerindra Usut tuntas siapa penggeraknya dan tangkap.""""",neutral
"""""Polres Kediri mengamankan 20 orang terduga pelaku aksi anarkis yang merusak dan menjarah fasilitas. Situasi mencekam setelah gedung DPRD terbakar. https://t.co/8QZX3xVcJ0""""",neutral
"""""Apa salahanak ini ? Ngajak turun demo adalah bagian dari demokrasi yg dilindungi UUD45 Dimana menghasutnya. ? Undangan itu kan sudah ada ijin. So what ? Bahwa ada kerusuhan penjarahan tangkap perusuhnya...!""""",positive
"""""@profesor_saham Ohhh apakah tujuan dari penjarahan di rumahnya dia ??""""",neutral
"""""@txtdrimedia Apapun itu. Penjarahan ga bener ... Walau kalo ga rusuh ga d denger jug""""",positive
"""""Tenang kan? Adem kan? Gampang kan? Iya segampang itu klo salah satu dari kalian turun temuin pendemo gaperlu ada penjarahan demo sampai ada nyawa yang meninggal. Ketua kalian bilang gerbang terbuka tpi gaberani munculin batang hidung wajar si karyawan takut sama bos""""",positive
"""""Jika anda menasehati Rakyat karena kemaksiatan yang mereka lakukan secara terbuka anda juga paling tidak sesekali harus menasehati penguasa karena melakukan hal yang sama secara terbuka bahkan melindungi penjarahan mereka dengan UU buatan yang menentang Syariah.""""",positive
"""""dan bukan selalu pada cabang-cabangnya... penjarahan itu hanya sebagian kecil dari akar masalah yang sudah ada.""""",neutral
"""""https://t.co/26q4xwiXUw Polri tangkap pembuat konten ajakan penjarahan di media sosial TikTok""""",neutral
"""""Polres Blitar berhasil mengamankan pelaku penjarahan Gedung DPRD Kabupaten Blitar. Dalam testimoni yang disampaikan pelaku mengakui perbuatannya dan menyampaikan penyesalan atas tindakan yang dilakukan. Polres Blitar mengimbau masyarakat agar tidak memprovokasi https://t.co/MTAY3BTjvA""""",positive
"""""Video Kondisi Rumah Eko Patrio di Nganjuk Dijaga Polisi Buntut Isu Penjarahan https://t.co/nOon2kpJei""""",neutral
"""""@asboediono_id Njabat di 3 era presiden lha koq baru siuman !!!! Penjarahan Tambang Hutan Laut n Anggaran mgk dia pikir bagus n bole-bole azah ! Pas ada warga senggol rumahnya baru nyadar !""""",negative
"""""Dalang dibalik penjarahan rumah Ahmad Sahroni dan penggerudukan Polres Jakarta Utara ditangkap polisi. Lah... Berarti penjarahan tsb telah direncanakan sebelumnya aneh mmg tapi nyata. Siapa kira-kira dalang sesungguhnya? Apakah ini ulah oknum pejabat elit politik? https://t.co/S3elXyTmdl""""",neutral
"""""@sfruitnanas Sistem kepemimpinan yg buruk lah yg membuat penjarahan itu terjadi. Lagi pula uya kuya dijadiin DPR kena juga kan lu wkwkw""""",negative
"""""Polisi Tangkap Terduga Provokator Penjarahan Rumah Uya Kuya https://t.co/ahUYLG6nek""""",neutral
"""""Btw ini bukti perusakan penjarahan pembakaran yang dilakukan demonstran di gedung ACC kwitang hari kamis tgl 28 agustus 2025. Sumber langsung dari pegawainya. Jadi demonstran itu ga innocent ya guys https://t.co/CnIhRxrTsU""""",neutral
"""""Puncak nya banget menurut gw di hari sabtu ketika penjarahan terjadi di rumah2 pejabat anarkisme perusakan fasum dll pun makin tersebar ga cuma di pulau jawa tapi ke pulau lain. Eskalasi ini bikin banyak netizen resah &amp"";"" pengen aksi anarkisme nya berhenti""""",positive
"""""disclaimer dulu ya. Gw cuma sharing aja bukan mau indoktrinasi. Cuma amaze aja sama psychology warfare nya menurut saksi mata. Demo buruh tgl 28 aug itu udah rusuh. Bakar mobil gedung ACC dibakar penjarahan. katanya Paling Mencekam itu di hari jumat &amp"";"" sabtu anarkis banget~""""",negative
"""""Polres Metro Jakarta Timur menangkap seorang terduga provokator penjarahan rumah Anggota Komisi IX DPR (nonaktif) Surya Utama atau Uya Kuya di kawasan Pondok Bambu Duren Sawit Jakarta Timur Sabtu (30/8) malam.https://t.co/c03mA6p3fu""""",neutral
"""""Video Kondisi Rumah Eko Patrio di Nganjuk Dijaga Polisi Buntut Isu Penjarahan https://t.co/a61wzEWa9L""""",neutral
"""""Sri Mulyani Curhat Rumah Dijarah: Para Penjarah Seperti Berpesta #riauonline #riauonlinecoid #Srimulyani #penjarahan #penjarahanrumahsrimulyani https://t.co/dsHybJ34x8""""",negative
"""""Gue ga ngerti deh kenapa kasus pembunuhan di Indramayu lama banget tuh pelaku terungkap. Tapi kalo kasus penjarahan rumah anggota DPR gerecep banget di tindak. SEKELUARGA LOH DI BUNUH!! siapa pelakunya oi! Kesian""""",negative
"""""Tersangka penjarahan rumah sahroni udah diumumin dengan pakaian seperti ini. Gatau ini beneran atau enggak tapi rasanya susah sekali buat ber-husnudzon. Buka komennya dan udah ketebak isinya. https://t.co/z4u3jkq0Hs""""",negative
"""""Nah ibu bisa ngomong begitu setelah kehilangan sesuatu yg berharga kita kan juga sama bu.. ga membenarkan penjarahan tp ko ya hobi banget gaslight rakyat""""",neutral
"""""https://t.co/gAfzEbhEvz Assalamualaikum.. Ini fakta sebenarnya dari penemuan penemuan Barang di rumah rumah penjarahan anggota dpr.. Siapakah pemilik aslinya ? #mulifachanel""""",negative
"""""Cerita Uya Kuya Pasrah saat Kediamannya Dijarah Anak-Anak Menangis #UyaKuya #Penjarahan https://t.co/iLzJsJS1uU""""",neutral
"""""@AP22584666 @Puthutea Mungkin kesulitannya karena Riza Chalid berada di luar negeri (terakhir di Malaysia) butuh kerjasama internasional seperti Red Notice Interpol. Silfester Matutina sedang dalam proses hukum (peninjauan kembali) bukan buron murni. Sementara pelaku penjarahan rumah Ahmad Sahroni""""",negative
"""""@Puthutea @grok menurutmu bagaimana? kesulitannya apa sehingga 2 orang itu tidak ketemu2? tapi mencari pelaku penjarahan rumah anggota dewan sahroni langsung ketemu?""""",negative
"""""@ryanshdqi_ @_delino_ Ejer takut bassnya ilang kalo besok ada penjarahan""""",neutral
"""""@tijabar Penjarahan zaman @jokowi""""",neutral
"""""Penjarahan Rumah Sri Mulyani Jadi Sorotan Media Asing https://t.co/JSWUZBnQLf""""",neutral
"""""@cutsarina5 Lebih bernilai dari pada penjarahan bumi pertiwi ya bu @smindrawatii""""",positive
"""""@sfruitnanas Ga membenarkan penjarahan tapi maafin gue harus bilang begini itulah yang selama ini rakyat rasakan Bu.""""",positive
"""""@tvOneNews https://t.co/SeCQbGjYjc Target penjarahan terahir di rmh Presiden Prabowo @prabowo ? Lihat video Monitor Yth Bpk Presiden @prabowo @Gerindra Harus di usut siapa penggerak demo makar tsb?""""",neutral
"""""@BudiBukanIntel @CCICPolri cek akun ini terdetek doxing alamat Eko Uya Deddy Puan dan Sri M Setelah kejadian PENJARAHAN di rmh AS Keliatanya akun ini aktif tuk mentriger penjarahan dgn gaya bahasa silahkan yg mau ke rumah A B C D ...ini alamatnya Ngakunya hackerr terkenal tp sy diblokir https://t.co/fIWGpymGI6""""",negative
"""""Uya Kuya bersama sang istri mendatangi Polres Jakarta Timur setelah mendapat laporan dari security kompleknya. Security melaporkan bahwa ada seorang terduga pelaku penjarahan yang tertangkap di dekat rumah Uya dan langsung diamankan pihak berwajib. https://t.co/i0VOqMRksb""""",neutral
"""""Ketujuh orang tersebut dituduh menyebarkan provokasi di media sosial - mulai dari ajakan pelajar ikut demo seruan membakar Mabes Polri hingga seruan penjarahan rumah pejabat dan bandara. Mereka kini dijerat pasal berlapis: sebagian dengan UU ITE sebagian lain dengan KUHP. https://t.co/Sc8QteQ8On""""",neutral
"""""Provokator Penjarahan di Rumah Uya Kuya Ditangkap Polisi https://t.co/0i3wYt64gE https://t.co/XOJoGuYoE3""""",neutral
"""""@BuditomoDeena Itu penjarahan yg sebenarnya""""",neutral
"""""Delpedro Marhaen dulunya merupakan Haters Jokowi sekarang jadi tersangka kasus demonstrasi dan penjarahan. Di era Prabowo ini dia akhirnya Dipermalukan oleh media mengingat rekam jejaknya yang cukup jelas tentang sikap Antipati dengan Presiden RI Ke 7 tersebut.""""",negative
"""""@sfruitnanas Ngomong² penjarahan Alam kami sudah kalian jarah gila²an sebelumnya dan terus-menerus. https://t.co/Ac2GJ6flS7""""",negative
